poke,teammate,val
Golbat,Moltres,0.009499464516129028
Golbat,Exeggutor,-0.2395995516129032
Golbat,Arbok,0.13885589032258064
Golbat,Flareon,0.05293972903225806
Golbat,Lapras,-0.09861593870967743
Golbat,Porygon,0.010759532258064516
Golbat,Electrode,-0.019486767741935487
Golbat,Vaporeon,0.031145696774193547
Golbat,Beedrill,0.04025899677419355
Golbat,Slowbro,-0.12909266774193548
Golbat,Onix,0.0886460935483871
Golbat,Hitmonchan,0.026198964516129034
Golbat,Blastoise,0.11244395483870967
Golbat,Vileplume,0.009872832258064516
Golbat,Gengar,-0.05373745161290327
Golbat,Nidoking,0.038970261290322585
Golbat,Electabuzz,0.1815286870967742
Golbat,Farfetch'd,0.030189064516129033
Golbat,Ninetales,0.08984902580645161
Golbat,Golem,-0.09172727419354837
Golbat,Dragonite,-0.1324423677419355
Golbat,Sandslash,0.024819664516129034
Golbat,Wigglytuff,0.02378516451612903
Golbat,Dodrio,0.01033686451612903
Golbat,Pinsir,0.011941832258064515
Golbat,Kabuto,0.015932032258064516
Golbat,Omastar,0.07498016129032258
Golbat,Haunter,0.012927032258064516
Golbat,Starmie,-0.273751835483871
Golbat,Hypno,0.1894804193548387
Golbat,Poliwrath,0.04737322903225807
Golbat,Marowak,0.17037505483870968
Golbat,Weezing,0.010020632258064517
Golbat,Alakazam,-0.44176070322580646
Golbat,Tentacruel,0.02191326451612903
Golbat,Meowth,0.12794855806451613
Golbat,Raichu,-0.01865720322580645
Golbat,Venusaur,0.03745585806451613
Golbat,Goldeen,0.015882732258064514
Golbat,Ekans,0.015882732258064514
Golbat,Persian,-0.004983335483870966
Golbat,Jolteon,-0.11270463870967744
Golbat,Pidgeot,0.02286989677419355
Golbat,Dugtrio,0.11110125806451612
Golbat,Zapdos,-0.22941683548387098
Golbat,Magneton,0.024967464516129034
Golbat,Tangela,0.011498532258064516
Golbat,Scyther,0.004848232258064515
Golbat,Venomoth,0.011301432258064516
Golbat,Seadra,0.060476729032258064
Golbat,Muk,0.07291116129032257
Golbat,Rhydon,-0.15550450322580645
Golbat,Golduck,0.009133932258064517
Golbat,empty,0.0
Golbat,Arcanine,0.16499761935483873
Golbat,Snorlax,-0.3309057451612903
Golbat,Butterfree,0.02491816451612903
Golbat,Kabutops,0.024129964516129032
Squirtle,Eevee,0.009485511111111112
Squirtle,Charizard,0.5356868888888889
Squirtle,Blastoise,-0.042753177777777776
Squirtle,Exeggutor,-0.5026819888888889
Squirtle,Rhyhorn,0.010027411111111112
Squirtle,Primeape,0.06036126666666667
Squirtle,Lapras,-0.09037221111111111
Squirtle,Staryu,0.010273711111111111
Squirtle,Kingler,0.10495351111111112
Squirtle,Alakazam,-0.4457033555555556
Squirtle,Pidgeotto,0.10992881111111111
Squirtle,Voltorb,0.010569211111111112
Squirtle,Jynx,-0.09651886666666666
Squirtle,Dragonite,-0.1374602888888889
Squirtle,Fearow,0.008598811111111111
Squirtle,Machamp,-0.016721388888888886
Squirtle,Vulpix,0.010667811111111111
Squirtle,Zubat,0.010766311111111112
Squirtle,Bulbasaur,0.6508264555555556
Squirtle,Gengar,-0.22793100000000005
Squirtle,Kabuto,0.01091411111111111
Squirtle,Magikarp,0.01022441111111111
Squirtle,Haunter,0.007909111111111112
Squirtle,Wartortle,0.009830311111111111
Squirtle,Starmie,-0.2948987888888889
Squirtle,Gastly,0.010520011111111111
Squirtle,Venusaur,-0.05824306666666666
Squirtle,Ivysaur,0.04291734444444444
Squirtle,Weezing,0.005002711111111111
Squirtle,Raichu,-0.044822077777777775
Squirtle,Pikachu,0.7608592888888889
Squirtle,Tauros,-0.3984729
Squirtle,Ekans,0.02197592222222222
Squirtle,Graveler,0.009534711111111111
Squirtle,Charmander,0.0877065888888889
Squirtle,Pidgeot,0.20781613333333332
Squirtle,Rattata,0.02158182222222222
Squirtle,Zapdos,-0.25056378888888886
Squirtle,Gyarados,-0.03588398888888889
Squirtle,Meowth,0.010027411111111112
Squirtle,Chansey,-0.4655336666666666
Squirtle,Seadra,0.029293933333333334
Squirtle,Muk,0.12559933333333334
Squirtle,Koffing,0.010963311111111112
Squirtle,Pidgey,0.02197592222222222
Squirtle,empty,0.0
Squirtle,Machop,0.01101261111111111
Squirtle,Geodude,0.010520011111111111
Squirtle,Rhydon,-0.19278048888888888
Squirtle,Butterfree,0.2926601
Squirtle,Snorlax,-0.30832509999999996
Pinsir,Charizard,-0.06809561702127659
Pinsir,Exeggutor,-0.3542186319148936
Pinsir,Ninetales,-0.012415902127659572
Pinsir,Arbok,0.02560949361702128
Pinsir,Flareon,0.020338493617021277
Pinsir,Lapras,-0.07287812127659574
Pinsir,Nidoqueen,-0.0026622021276595732
Pinsir,Electrode,-0.014339204255319152
Pinsir,Tangela,0.006007797872340425
Pinsir,Beedrill,0.04506338936170213
Pinsir,Onix,0.10889317659574468
Pinsir,Hitmonchan,0.004579197872340427
Pinsir,Blastoise,-0.04369880425531915
Pinsir,Poliwrath,0.15306986595744682
Pinsir,Cloyster,-0.04784511276595746
Pinsir,Scyther,0.05254898723404255
Pinsir,Farfetch'd,0.008569297872340426
Pinsir,Moltres,-0.0014820042553191537
Pinsir,Jynx,-0.0447458170212766
Pinsir,Dragonite,0.10674774893617023
Pinsir,Machamp,0.06791218085106383
Pinsir,Lickitung,0.04974318936170212
Pinsir,Sandslash,0.0031998978723404257
Pinsir,Wigglytuff,0.1191866744680851
Pinsir,Dodrio,-0.0006446042553191514
Pinsir,Rapidash,0.0350162914893617
Pinsir,Gengar,-0.14707993617021278
Pinsir,Mr. Mime,0.01802539574468085
Pinsir,Nidoking,-0.031036602127659574
Pinsir,Slowpoke,0.031668593617021276
Pinsir,Articuno,-0.027046402127659575
Pinsir,Magmar,0.01684309574468085
Pinsir,Starmie,-0.24218011276595744
Pinsir,Hypno,0.054271085106382976
Pinsir,Venusaur,0.0041682808510638296
Pinsir,Alakazam,-0.1922754595744681
Pinsir,Tentacruel,0.021570093617021273
Pinsir,Meowth,0.009554597872340425
Pinsir,Raichu,0.11380676382978723
Pinsir,Golbat,0.007830397872340425
Pinsir,Zapdos,-0.21912170851063828
Pinsir,Tauros,-0.40272821914893614
Pinsir,Persian,-0.01596480425531915
Pinsir,Jolteon,-0.09760511914893619
Pinsir,Slowbro,-0.06011531702127658
Pinsir,Hitmonlee,0.002557395744680849
Pinsir,Kangaskhan,-0.001677002127659575
Pinsir,Gyarados,-0.025718504255319147
Pinsir,Weezing,0.10027457872340426
Pinsir,Chansey,-0.3605691276595744
Pinsir,Venomoth,0.14410857021276596
Pinsir,Parasect,0.046294889361702125
Pinsir,Muk,0.09864897872340425
Pinsir,Magneton,0.013985995744680851
Pinsir,Rhydon,-0.06559372765957448
Pinsir,Golduck,0.024919793617021277
Pinsir,Arcanine,0.029788285106382976
Pinsir,Vaporeon,0.15297136595744681
Pinsir,Dugtrio,-0.007292702127659574
Pinsir,Victreebel,0.029349089361702125
Pinsir,Butterfree,0.04585158936170213
Pinsir,Snorlax,-0.2210910574468085
Kabuto,Eevee,0.2483744
Kabuto,Charmander,0.2488177
Kabuto,Cubone,0.4997537
Kabuto,Omanyte,0.4997537
Kabuto,Poliwrath,0.23285709999999998
Kabuto,Vulpix,0.4995567
Kabuto,Pidgey,0.2497537
Kabuto,Graveler,0.4984236
Kabuto,Onix,0.4918719
Kabuto,Bulbasaur,0.24527090000000001
Kabuto,Golbat,0.2471921
Kabuto,Squirtle,0.2461576
Kabuto,Goldeen,0.2497537
Kabuto,Ekans,0.2497537
Kabuto,Magikarp,0.2491133
Magikarp,Charizard,-0.07627892307692309
Magikarp,Exeggutor,-0.39840848461538464
Magikarp,Charmander,0.03727923846153846
Magikarp,Ditto,0.14143235384615385
Magikarp,Kakuna,0.07682457692307693
Magikarp,Lapras,-0.14079956153846154
Magikarp,Caterpie,0.15350135384615385
Magikarp,Diglett,0.03826453846153846
Magikarp,Raichu,-0.028582761538461544
Magikarp,Metapod,0.19201209230769228
Magikarp,Tauros,-0.3830882846153846
Magikarp,Gengar,-0.2125463846153846
Magikarp,Growlithe,0.03791963846153846
Magikarp,Jolteon,-0.15488826153846155
Magikarp,Alakazam,-0.29784010769230773
Magikarp,Rattata,0.19166729230769233
Magikarp,Zapdos,-0.22321336153846152
Magikarp,Kangaskhan,0.026146238461538462
Magikarp,Cloyster,-0.07321336153846156
Magikarp,Articuno,0.039238376923076926
Magikarp,Moltres,0.015702938461538456
Magikarp,Chansey,-0.3065593076923076
Magikarp,Abra,0.07647977692307692
Magikarp,Dragonite,0.005274753846153861
Magikarp,Poliwrath,0.05978017692307692
Magikarp,Rhydon,-0.08850698461538463
Magikarp,Pidgey,0.038215238461538466
Magikarp,empty,0.0
Magikarp,Zubat,0.11503981538461537
Magikarp,Bulbasaur,0.033732438461538464
Magikarp,Weedle,0.15330425384615384
Magikarp,Squirtle,0.03461913846153846
Magikarp,Slowbro,-0.10676016153846152
Magikarp,Kabuto,0.03826453846153846
Magikarp,Snorlax,-0.3544789461538462
Articuno,Charizard,0.017185779083431267
Articuno,Exeggutor,-0.2352972128084606
Articuno,Rattata,0.0005346881316098709
Articuno,Arbok,-0.0016050474735605175
Articuno,Rhyhorn,0.004791740658049354
Articuno,Primeape,-0.002780135605170388
Articuno,Ditto,0.013438138895417156
Articuno,Dragonite,0.053543758636897774
Articuno,Hitmonchan,-0.0001836593419506455
Articuno,Vileplume,-0.002730935605170387
Articuno,Cloyster,-0.06819663913043479
Articuno,Scyther,-0.0030551830787309046
Articuno,Aerodactyl,0.04467193537015276
Articuno,Moltres,0.20520849753231493
Articuno,Jynx,-0.08519885099882492
Articuno,Dewgong,0.0006609525264394826
Articuno,Sandslash,-0.003913135605170388
Articuno,Wigglytuff,-0.002597459341950647
Articuno,Dodrio,-0.012520494947121038
Articuno,Pinsir,-0.003012111868390129
Articuno,Persian,-0.03254104747356052
Articuno,Magikarp,0.0014634762632197414
Articuno,Haunter,0.017949586368977675
Articuno,Wartortle,0.0022444643948296124
Articuno,Starmie,-0.2507807578143361
Articuno,Hypno,0.04090758284371328
Articuno,Gastly,0.0005839881316098707
Articuno,Marowak,-0.0023439474735605166
Articuno,Venusaur,-0.01637075957696828
Articuno,Alakazam,-0.22927823478260875
Articuno,Tentacruel,0.00023099318448883648
Articuno,Clefable,0.05467095229142186
Articuno,Golem,-0.12002415452408931
Articuno,Machoke,0.003180464394829612
Articuno,Pikachu,-0.002177661104582844
Articuno,Gengar,-0.09408846180963577
Articuno,Kangaskhan,0.014711727027027029
Articuno,Jolteon,0.0346172975323149
Articuno,Ninetales,-0.01012823055229142
Articuno,Gyarados,0.09636565205640424
Articuno,Chansey,-0.30027710575793176
Articuno,Gloom,0.0004361881316098708
Articuno,Muk,-0.004208735605170387
Articuno,Golduck,-0.0011196593419506462
Articuno,empty,0.0
Articuno,Dugtrio,0.010271115158636898
Articuno,Parasect,-0.0033713356051703882
Articuno,Snorlax,-0.31208538202115155
Articuno,Kadabra,0.020496862632197417
Articuno,Blastoise,0.040782531844888364
Articuno,Flareon,0.020150979553466508
Articuno,Lapras,-0.11345616462984724
Articuno,Porygon,-0.00419441186839013
Articuno,Abra,0.0007317881316098707
Articuno,Electrode,0.01961334218566392
Articuno,Vaporeon,0.0003849219741480603
Articuno,Beedrill,-0.00695301186839013
Articuno,Onix,-0.0022526593419506477
Articuno,Mankey,0.0010765881316098706
Articuno,Kingler,-0.0014572474735605177
Articuno,Poliwrath,-0.010092371210340779
Articuno,Cubone,0.0009287881316098707
Articuno,Nidoking,0.04528162173913043
Articuno,Electabuzz,-0.009669523736780258
Articuno,Farfetch'd,-0.0008939118683901294
Articuno,Dragonair,0.003644316921269095
Articuno,Machamp,-0.009031089894242067
Articuno,Krabby,0.0006331881316098708
Articuno,Rapidash,-0.006361811868390129
Articuno,Magmar,-0.002083323736780258
Articuno,Ivysaur,-0.00035201186839012945
Articuno,Raichu,0.03283819118683901
Articuno,Tauros,-0.36333776486486485
Articuno,Graveler,-0.0004013118683901292
Articuno,Mr. Mime,0.0002740643948296122
Articuno,Charmander,-7.211868390129274e-06
Articuno,Pidgeot,-0.011416142420681553
Articuno,Slowbro,0.00988993337250296
Articuno,Hitmonlee,-0.006968318683901294
Articuno,Growlithe,0.0006331881316098708
Articuno,Magneton,-0.0002400712103407764
Articuno,Nidoqueen,0.05837987602820212
Articuno,Seadra,0.008886569447708577
Articuno,Rhydon,-0.04995505475910693
Articuno,Omastar,-0.002139735605170388
Articuno,Arcanine,0.028175664159811983
Articuno,Zapdos,0.05089854300822561
Articuno,Kabutops,0.03417507273795534
Articuno,Victreebel,0.0008344507638072858
Articuno,Butterfree,0.0008857169212690949
Haunter,Charizard,0.1221603188405797
Haunter,Exeggutor,-0.26741628840579706
Haunter,Kadabra,0.24337191159420288
Haunter,Ninetales,0.06390232173913044
Haunter,Arbok,0.08065112173913044
Haunter,Rhyhorn,0.013409053623188406
Haunter,Primeape,0.008187353623188405
Haunter,Gastly,0.08636542173913044
Haunter,Ditto,0.016571707246376813
Haunter,Vaporeon,0.011744107246376811
Haunter,Beedrill,0.006364653623188405
Haunter,Dragonite,0.03983439710144927
Haunter,Onix,0.020857407246376813
Haunter,Lapras,-0.09230457826086957
Haunter,Blastoise,0.050966628985507245
Haunter,Jynx,-0.11535944637681159
Haunter,Vileplume,0.008236553623188406
Haunter,Alakazam,-0.31623475652173916
Haunter,Pidgeotto,0.02780320724637681
Haunter,Cloyster,-0.06819663913043479
Haunter,Electabuzz,0.031458560869565215
Haunter,Aerodactyl,0.007852507246376808
Haunter,Moltres,0.006226907246376807
Haunter,Dragonair,0.024404207246376812
Haunter,Dewgong,0.06842436811594202
Haunter,Zubat,0.014147953623188405
Haunter,Machamp,0.059124021739130436
Haunter,Lickitung,0.011044453623188406
Haunter,Wigglytuff,0.006019853623188405
Haunter,Dodrio,0.007064307246376808
Haunter,Bulbasaur,0.009763653623188406
Haunter,Golbat,0.011684853623188406
Haunter,Squirtle,0.010650353623188407
Haunter,Articuno,0.2231848652173913
Haunter,Wartortle,0.013211953623188406
Haunter,Starmie,-0.2625316391304348
Haunter,Hypno,0.052266768115942025
Haunter,Poliwrath,0.026335360869565217
Haunter,Machop,0.014394253623188406
Haunter,Venusaur,-0.06259089275362319
Haunter,Ivysaur,0.012965653623188406
Haunter,Tentacruel,0.018640707246376807
Haunter,Raichu,-0.0525515463768116
Haunter,Dratini,0.02750770724637681
Haunter,Golem,-0.08868847101449275
Haunter,Pikachu,0.029941414492753622
Haunter,Tauros,-0.426009131884058
Haunter,Gengar,-0.09604694202898555
Haunter,Graveler,0.012916353623188406
Haunter,Jolteon,-0.1498715391304348
Haunter,Slowbro,-0.058265178260869556
Haunter,Hitmonlee,-0.004226446376811596
Haunter,Kangaskhan,0.01667020724637681
Haunter,Gyarados,0.02546866811594203
Haunter,Arcanine,0.1727115043478261
Haunter,Chansey,-0.3974177246376811
Haunter,Seadra,0.053931614492753625
Haunter,Muk,0.006758753623188406
Haunter,Rhydon,-0.015485802898550734
Haunter,Zapdos,0.01368741884057973
Haunter,empty,0.0
Haunter,Nidoking,-0.01268939275362319
Haunter,Geodude,0.013901653623188405
Haunter,Kabutops,0.006364653623188405
Haunter,Victreebel,-0.009349646376811595
Haunter,Butterfree,0.06512386811594204
Haunter,Snorlax,-0.39238307101449277
Voltorb,Exeggutor,-0.3471264333333333
Voltorb,Rhyhorn,0.08224963333333334
Voltorb,Venusaur,0.07509026666666667
Voltorb,Ditto,0.07091953333333334
Voltorb,Electrode,0.5477175333333334
Voltorb,Meowth,0.08224963333333334
Voltorb,Raichu,0.3496223666666667
Voltorb,Hitmonchan,0.24394090000000002
Voltorb,Pikachu,0.4719704
Voltorb,Gengar,-0.16126433333333337
Voltorb,Jolteon,-0.11001646666666669
Voltorb,Cloyster,0.054991766666666664
Voltorb,Magneton,0.32604273333333333
Voltorb,Electabuzz,0.15464696666666666
Voltorb,Farfetch'd,0.16459766666666667
Voltorb,Magnemite,0.33303773333333336
Voltorb,Chansey,-0.41553366666666663
Voltorb,Golem,-0.03796383333333334
Voltorb,Blastoise,0.10169126666666667
Voltorb,Raticate,0.07924463333333333
Voltorb,Omastar,0.16100166666666668
Voltorb,Machop,0.08323483333333333
Voltorb,Squirtle,0.07949093333333333
Starmie,Charizard,-0.12055331820968732
Starmie,Exeggutor,0.12937060324954014
Starmie,Ninetales,-0.013550827835683626
Starmie,Arbok,-0.005692279215205396
Starmie,Primeape,-0.0047725980380134885
Starmie,Ditto,-0.011340838626609442
Starmie,Tangela,0.0005810266707541383
Starmie,Dewgong,-0.001586916860821582
Starmie,Pikachu,-0.02465743568362968
Starmie,Hitmonchan,-0.00483285843041079
Starmie,Poliwag,0.00015876039239730226
Starmie,Vileplume,-0.0025774752912323725
Starmie,Goldeen,0.00036682078479460453
Starmie,Cloyster,-0.06093915505824648
Starmie,Scyther,-0.008215196076026977
Starmie,Aerodactyl,-0.013009149601471494
Starmie,Jigglypuff,-0.0007334198038013489
Starmie,Moltres,-0.018313474310239122
Starmie,Jynx,-0.0366578407112201
Starmie,Dragonite,-0.10473326388718576
Starmie,Seaking,0.00032310098099325564
Starmie,Sandslash,-0.004066235683629675
Starmie,Wigglytuff,0.00011079098712446306
Starmie,Charmeleon,-0.0009304198038013489
Starmie,Bulbasaur,-0.004269259411404046
Starmie,Dodrio,-0.007972702145922751
Starmie,Squirtle,-0.003689119803801349
Starmie,Pinsir,-0.0032675188228080926
Starmie,Articuno,-0.0304805307786634
Starmie,Haunter,-0.0027421594114040468
Starmie,Wartortle,-0.0006676792152053954
Starmie,Hypno,-0.015598594114040467
Starmie,Gastly,-0.0004378198038013489
Starmie,Marowak,-0.00581805843041079
Starmie,Venusaur,-0.05831459742489271
Starmie,Alakazam,-0.049773796321275335
Starmie,Tentacruel,-0.005286553525444513
Starmie,Weezing,-0.0028895158798283266
Starmie,Clefable,-0.009243107050889023
Starmie,Golbat,-0.0025013396076026977
Starmie,Zapdos,-0.023170914714898825
Starmie,Pidgeotto,-0.0008757396076026978
Starmie,Drowzee,-0.00014231980380134885
Starmie,Gengar,-0.06459562293071734
Starmie,Jolteon,-0.05248529969343961
Starmie,Gyarados,-0.034426123911710606
Starmie,Ponyta,-4.371980380134887e-05
Starmie,Staryu,0.0011552425505824647
Starmie,Chansey,0.11747266891477623
Starmie,Blastoise,-0.05853763175965666
Starmie,Muk,-0.005894637645616186
Starmie,Golduck,-0.0050024574494175345
Starmie,empty,0.0
Starmie,Dugtrio,0.005367589822194973
Starmie,Seel,0.00047080098099325565
Starmie,Parasect,-0.001685073329245862
Starmie,Kabutops,-0.005828897057020234
Starmie,Abra,-0.00029001980380134886
Starmie,Kadabra,-0.0016253782342121393
Starmie,Persian,-0.0018336746781115881
Starmie,Lickitung,-0.003295019803801349
Starmie,Flareon,-0.004832071367259352
Starmie,Lapras,-0.1193285432863274
Starmie,Porygon,-0.0026104564684242804
Starmie,Venomoth,-0.003141517841814838
Starmie,Electrode,0.0033173698344573835
Starmie,Vaporeon,-0.015095477253218883
Starmie,Beedrill,-0.0044493752912323735
Starmie,Onix,-0.007208418822808094
Starmie,Kingler,-0.005697759411404046
Starmie,Psyduck,0.00018626137339055796
Starmie,Poliwrath,-0.01285105450643777
Starmie,Nidoking,-0.027573121949724097
Starmie,Electabuzz,-0.0060417723482526055
Starmie,Farfetch'd,-0.0014558792152053954
Starmie,Gloom,-0.0005856198038013488
Starmie,Golem,-0.040314129675045975
Starmie,Machamp,-0.019708649601471485
Starmie,Raticate,-0.003322299019006744
Starmie,Weedle,0.00022450098099325569
Starmie,Rapidash,-0.0035516148988350704
Starmie,Magmar,-0.0021342970570202326
Starmie,Sandshrew,0.00010398019619865112
Starmie,Ivysaur,-0.001373819803801349
Starmie,Raichu,-0.035928420171673824
Starmie,Tauros,0.20646272231759658
Starmie,Fearow,-0.002052459411404047
Starmie,Graveler,-0.0014231198038013489
Starmie,Mr. Mime,-0.0012585574494175355
Starmie,Charmander,-0.001029019803801349
Starmie,Pidgeot,-0.02429095843041079
Starmie,Slowbro,-0.08574898387492334
Starmie,Hitmonlee,-0.011361750582464747
Starmie,Kangaskhan,-0.004038169405272839
Starmie,Magneton,-0.0016192327406499086
Starmie,Nidoqueen,-0.008242253525444514
Starmie,Seadra,-0.001586916860821582
Starmie,Horsea,0.0005310613733905579
Starmie,Rhydon,-0.0017150212139791534
Starmie,Omastar,-0.004898599019006745
Starmie,Arcanine,-0.029505060576333536
Starmie,Snorlax,0.06770187731453102
Starmie,Victreebel,-0.01449230803188228
Starmie,Butterfree,-0.005347257449417535
Starmie,Exeggcute,-3.275941140404653e-05
Hypno,Charizard,-0.024094018779342738
Hypno,Exeggutor,-0.2673142267605634
Hypno,Moltres,0.019494921126760562
Hypno,Arbok,-0.003957982159624413
Hypno,Primeape,-0.0016105643192488263
Hypno,Ditto,-0.007718964319248825
Hypno,Tangela,0.0071065892018779345
Hypno,Dragonite,-0.07110661126760562
Hypno,Hitmonchan,0.01741507840375587
Hypno,Vileplume,0.005480889201877935
Hypno,Cloyster,0.04560209530516431
Hypno,Scyther,0.00045628920187793475
Hypno,Aerodactyl,0.018773103286384978
Hypno,Jigglypuff,0.003808135680751174
Hypno,Ninetales,-0.01601194647887324
Hypno,Jynx,-0.0594296647887324
Hypno,Dewgong,0.0006554356807511734
Hypno,Sandslash,0.03246770328638498
Hypno,Wigglytuff,0.06429705305164318
Hypno,Zubat,0.0020026178403755868
Hypno,Bulbasaur,-0.002381682159624413
Hypno,Dodrio,-0.0054892751173708934
Hypno,Gengar,-0.2575084647887324
Hypno,Persian,-0.004377550234741783
Hypno,Articuno,0.08438102769953053
Hypno,Haunter,0.008535089201877934
Hypno,Starmie,-0.2355873647887324
Hypno,Marowak,0.01408246056338028
Hypno,Venusaur,-0.01645902910798122
Hypno,Alakazam,-0.3680820723004695
Hypno,Tentacruel,0.0013922892018779335
Hypno,Weezing,0.0009338535211267593
Hypno,Clefable,0.3515324187793427
Hypno,Golbat,0.02770853192488263
Hypno,Pikachu,-0.011597675117370893
Hypno,Poliwhirl,0.002101117840375587
Hypno,Pinsir,0.012244724882629109
Hypno,Kangaskhan,0.029938221126760565
Hypno,Jolteon,-0.10884275774647889
Hypno,Gyarados,-0.01413125023474178
Hypno,Vaporeon,0.02031728544600939
Hypno,Chansey,-0.33924258685446007
Hypno,Blastoise,-0.03445896807511738
Hypno,Poliwrath,0.07440639577464789
Hypno,Golduck,0.004741989201877934
Hypno,empty,0.0
Hypno,Dugtrio,0.05014411737089202
Hypno,Parasect,0.00014565352112676084
Hypno,Snorlax,-0.33696359765258216
Hypno,Kadabra,0.011079607042253522
Hypno,Lickitung,0.0012465356807511738
Hypno,Flareon,0.011897778403755868
Hypno,Lapras,-0.1299653253521127
Hypno,Porygon,-0.0030220821596244132
Hypno,Nidoqueen,0.2965586549295775
Hypno,Electrode,-0.012141621596244134
Hypno,Abra,0.001904117840375587
Hypno,Beedrill,-0.00108584647887324
Hypno,Staryu,0.0015100178403755866
Hypno,Onix,0.017693496244131454
Hypno,Golem,-0.1506398896713615
Hypno,Muk,0.034519521126760565
Hypno,Rattata,0.0017070178403755867
Hypno,Nidoking,0.2940058511737089
Hypno,Electabuzz,0.053707999530516436
Hypno,Dragonair,0.08227316009389671
Hypno,Machamp,0.00503134976525822
Hypno,Raticate,0.04051223896713615
Hypno,Rapidash,0.011242442723004694
Hypno,Magmar,0.0002613356807511737
Hypno,Meowth,0.017695642723004695
Hypno,Raichu,0.3414064042253521
Hypno,Tauros,-0.42805036478873243
Hypno,Fearow,0.013919624882629107
Hypno,Mr. Mime,0.008485889201877934
Hypno,Pidgeot,-0.006737857276995306
Hypno,Slowbro,-0.06306207558685445
Hypno,Zapdos,-0.17482043990610327
Hypno,Hitmonlee,0.014144649765258215
Hypno,Venomoth,0.013951742723004696
Hypno,Kingler,0.00792690704225352
Hypno,Rhydon,-0.14051131830985916
Hypno,Omastar,0.013114342723004695
Hypno,Arcanine,-0.03998496431924883
Hypno,Kabutops,0.0036089892018779336
Hypno,Victreebel,0.02310595680751174
Hypno,Butterfree,0.006744607042253521
Gastly,Charizard,0.0006441538461538371
Gastly,Exeggutor,-0.4368700230769231
Gastly,Haunter,0.4583364615384615
Gastly,Blastoise,0.08887075384615385
Gastly,Starmie,-0.22908682307692307
Gastly,Geodude,0.15325505384615384
Gastly,Onix,0.06879497692307691
Gastly,Venusaur,0.06226975384615384
Gastly,Ditto,0.14143235384615385
Gastly,Dratini,0.22929143076923075
Gastly,Flareon,0.06534667692307693
Gastly,Metapod,0.07662747692307692
Gastly,Pikachu,0.04889347692307692
Gastly,Alakazam,-0.3363016461538462
Gastly,Squirtle,0.07308067692307693
Gastly,Graveler,0.07534667692307692
Gastly,Jolteon,-0.11642672307692309
Gastly,Pidgeot,0.051405876923076924
Gastly,Hitmonlee,0.13512695384615386
Gastly,Nidoking,0.03524817692307692
Gastly,Magneton,0.06963247692307692
Gastly,Raticate,0.07283437692307693
Gastly,Oddish,0.07687377692307693
Gastly,Dragonair,0.14926485384615384
Gastly,Dragonite,0.005274753846153861
Gastly,Kingler,0.07076547692307691
Gastly,Golem,0.026138730769230765
Gastly,Charmander,0.07574077692307692
Gastly,empty,0.0
Gastly,Articuno,0.039238376923076926
Gastly,Gengar,0.3643766923076923
Gastly,Staryu,0.07608567692307693
Zubat,Exeggutor,-0.4026819888888889
Zubat,Haunter,0.10790911111111111
Zubat,Hypno,0.09091411111111111
Zubat,Caterpie,0.33298853333333334
Zubat,Alakazam,-0.3790366888888889
Zubat,Onix,0.10298301111111112
Zubat,Metapod,0.33303773333333336
Zubat,Pikachu,0.08308151111111112
Zubat,Pidgeotto,0.10992881111111112
Zubat,Squirtle,0.10726871111111111
Zubat,Rattata,0.44380404444444443
Zubat,Zapdos,-0.15056378888888888
Zubat,Cloyster,-0.0005637888888888979
Zubat,Vulpix,0.11066781111111111
Zubat,Weedle,0.33279143333333333
Zubat,Magikarp,0.33244663333333335
Zubat,empty,0.0
Zubat,Wigglytuff,0.1026382111111111
Zubat,Geodude,0.11052001111111111
Zubat,Dugtrio,0.09318011111111112
Zubat,Butterfree,0.21488232222222223
Zubat,Snorlax,-0.3972139888888889
Marowak,Eevee,0.004826012903225807
Marowak,Charizard,0.04034638709677418
Marowak,Kadabra,0.0034467129032258073
Marowak,Moltres,0.0030478516129032207
Marowak,Mr. Mime,0.009652025806451614
Marowak,Exeggutor,-0.3847608419354838
Marowak,Lickitung,0.04816460322580645
Marowak,Primeape,0.006597825806451614
Marowak,Lapras,-0.10184174516129034
Marowak,Jynx,-0.09114252258064516
Marowak,Electrode,-0.029164187096774194
Marowak,Vaporeon,0.008565051612903224
Marowak,Beedrill,-0.0016764870967741952
Marowak,Slowbro,-0.09360879677419352
Marowak,Dragonite,0.2578802129032258
Marowak,Flareon,0.02068166451612903
Marowak,Hitmonchan,0.019747351612903228
Marowak,Seadra,0.034670277419354835
Marowak,Vileplume,0.006647025806451613
Marowak,Cloyster,-0.06651360967741936
Marowak,Electabuzz,0.03959320322580646
Marowak,Aerodactyl,0.043383129032258064
Marowak,Ninetales,0.09307483225806451
Marowak,Dragonair,0.02767676451612903
Marowak,Dewgong,0.0024122129032258057
Marowak,Machamp,0.01732879032258065
Marowak,Arbok,0.03885589032258064
Marowak,Sandslash,0.005464825806451613
Marowak,Wigglytuff,0.004430325806451613
Marowak,Parasect,0.006006625806451614
Marowak,Bulbasaur,0.0017225129032258065
Marowak,Golbat,0.06815984193548387
Marowak,Gengar,-0.05696325806451616
Marowak,Persian,-0.011434948387096773
Marowak,Nidoking,0.003486390322580645
Marowak,Ditto,0.00694103870967742
Marowak,Articuno,-0.011878248387096774
Marowak,Magmar,0.014921338709677419
